Model_Year,Make,Model_1,Vehicle_Class,Engine_Size,Cylinders,Transmission,Fuel_Type,Fuel_Consumption_City,CO2_Emissions,CO2_Rating,Smog_Rating
2023,Volkswagen,Jetta GLI,Compact,2.0,4.0,AM7,4.0,9.0,185,6,7
2023,Volkswagen,Jetta GLI,Compact,2.0,4.0,M6,4.0,9.1,186,6,7
2023,Volkswagen,Taos,SUV: Small,1.5,4.0,AS8,4.0,8.4,178,6,7
2023,Volkswagen,Taos 4MOTION,SUV: Small,1.5,4.0,AM7,4.0,9.5,200,6,7
2023,Volkswagen,Tiguan 4MOTION,SUV: Small,2.0,4.0,AS8,4.0,10.6,222,5,7
2023,Volkswagen,Tiguan R-Line 4MOTION,SUV: Small,2.0,4.0,AS8,4.0,11.0,229,5,7
2023,Volvo,S60 B5,Compact,2.0,4.0,AS8,4.0,9.0,186,6,5
2023,Volvo,S60 B5 AWD,Compact,2.0,4.0,AS8,4.0,9.4,193,6,5
2023,Volvo,S90 B6 AWD,Mid-size,2.0,4.0,AS8,4.0,10.3,211,5,7
2023,Volvo,V60 B6 AWD,Station wagon: Small,2.0,4.0,AS8,4.0,10.3,212,5,7
2023,Volvo,V60 CC B5 AWD,Station wagon: Small,2.0,4.0,AS8,4.0,10.1,211,5,5
2023,Volvo,V90 CC B6 AWD,Station wagon: Mid-size,2.0,4.0,AS8,4.0,10.9,227,5,7
2023,Volvo,XC40 B4 AWD,SUV: Small,2.0,4.0,AS8,4.0,10.0,208,5,5
2023,Volvo,XC40 B5 AWD,SUV: Small,2.0,4.0,AS8,4.0,10.2,215,5,5
2023,Volvo,XC60 B5 AWD,SUV: Small,2.0,4.0,AS8,4.0,10.3,218,5,5
2023,Volvo,XC60 B6 AWD,SUV: Small,2.0,4.0,AS8,4.0,11.1,233,5,7
2023,Volvo,XC90 B5 AWD,SUV: Standard,2.0,4.0,AS8,4.0,10.5,223,5,5
2023,Volvo,XC90 B6 AWD,SUV: Standard,2.0,4.0,AS8,4.0,11.9,249,5,7
